city,city_type,year,country,estimate
Brockton,gateway,2024,Ireland,304
"Brookline CDP, Massachusetts",gateway,2024,Ireland,51
"Burlington CDP, Massachusetts",gateway,2024,Ireland,16
Cambridge,gateway,2024,Ireland,337
Chicopee,gateway,2024,Ireland,28
"Cochituate CDP, Massachusetts",gateway,2024,Ireland,38
"Cordaville CDP, Massachusetts",gateway,2024,Ireland,18
"Danvers CDP, Massachusetts",gateway,2024,Ireland,19
"Dedham CDP, Massachusetts",gateway,2024,Ireland,152
"Dover CDP, Massachusetts",gateway,2024,Ireland,13
"East Brookfield CDP, Massachusetts",gateway,2024,Ireland,4
"East Dennis CDP, Massachusetts",gateway,2024,Ireland,7
"East Falmouth CDP, Massachusetts",gateway,2024,Ireland,6
"East Sandwich CDP, Massachusetts",gateway,2024,Ireland,6
Everett,gateway,2024,Ireland,36
Framingham,gateway,2024,Ireland,49
Franklin Town,gateway,2024,Ireland,122
"Groton CDP, Massachusetts",gateway,2024,Ireland,54
Haverhill,gateway,2024,Ireland,72
"Hingham CDP, Massachusetts",gateway,2024,Ireland,17
"Holbrook CDP, Massachusetts",gateway,2024,Ireland,19
Holyoke,gateway,2024,Ireland,46
"Hopkinton CDP, Massachusetts",gateway,2024,Ireland,20
"Hudson CDP, Massachusetts",gateway,2024,Ireland,49
"Hull CDP, Massachusetts",gateway,2024,Ireland,20
"Ipswich CDP, Massachusetts",gateway,2024,Ireland,16
Lawrence,gateway,2024,Ireland,11
"Lenox CDP, Massachusetts",gateway,2024,Ireland,15
"Lexington CDP, Massachusetts",gateway,2024,Ireland,45
"Longmeadow CDP, Massachusetts",gateway,2024,Ireland,26
Lowell,gateway,2024,Ireland,37
Lynn,gateway,2024,Ireland,28
"Lynnfield CDP, Massachusetts",gateway,2024,Ireland,17
"Madaket CDP, Massachusetts",gateway,2024,Ireland,15
Malden,gateway,2024,Ireland,3
"Mansfield Center CDP, Massachusetts",gateway,2024,Ireland,64
"Marblehead CDP, Massachusetts",gateway,2024,Ireland,39
Marlborough,gateway,2024,Ireland,17
"Marshfield CDP, Massachusetts",gateway,2024,Ireland,14
"Maynard CDP, Massachusetts",gateway,2024,Ireland,198
"Medfield CDP, Massachusetts",gateway,2024,Ireland,28
Medford,gateway,2024,Ireland,180
Melrose,gateway,2024,Ireland,151
Methuen,gateway,2024,Ireland,75
"Middleborough Center CDP, Massachusetts",gateway,2024,Ireland,10
"Milford CDP, Massachusetts",gateway,2024,Ireland,140
"Millis-Clicquot CDP, Massachusetts",gateway,2024,Ireland,9
"Milton CDP, Massachusetts",gateway,2024,Ireland,194
"Monument Beach CDP, Massachusetts",gateway,2024,Ireland,13
"Nantucket CDP, Massachusetts",gateway,2024,Ireland,218
"Needham CDP, Massachusetts",gateway,2024,Ireland,21
New Bedford,gateway,2024,Ireland,35
Newburyport,gateway,2024,Ireland,7
Newton,gateway,2024,Ireland,112
Northampton,gateway,2024,Ireland,48
North Attleborough Town,gateway,2024,Ireland,59
"North Falmouth CDP, Massachusetts",gateway,2024,Ireland,24
"North Plymouth CDP, Massachusetts",gateway,2024,Ireland,9
"North Seekonk CDP, Massachusetts",gateway,2024,Ireland,18
"Norwood CDP, Massachusetts",gateway,2024,Ireland,121
"Ocean Bluff-Brant Rock CDP, Massachusetts",gateway,2024,Ireland,68
"Orleans CDP, Massachusetts",gateway,2024,Ireland,10
Peabody,gateway,2024,Ireland,90
Pittsfield,gateway,2024,Ireland,9
Quincy,gateway,2024,Ireland,854
Randolph Town,gateway,2024,Ireland,16
"Reading CDP, Massachusetts",gateway,2024,Ireland,31
Revere,gateway,2024,Ireland,17
Salem,gateway,2024,Ireland,53
"Salisbury CDP, Massachusetts",gateway,2024,Ireland,21
"Scituate CDP, Massachusetts",gateway,2024,Ireland,106
"Sharon CDP, Massachusetts",gateway,2024,Ireland,7
"Smith Mills CDP, Massachusetts",gateway,2024,Ireland,24
"Somerset CDP, Massachusetts",gateway,2024,Ireland,2
Somerville,gateway,2024,Ireland,118
"South Dennis CDP, Massachusetts",gateway,2024,Ireland,27
"South Yarmouth CDP, Massachusetts",gateway,2024,Ireland,81
Springfield,gateway,2024,Ireland,126
"Stoneham CDP, Massachusetts",gateway,2024,Ireland,50
"Swampscott CDP, Massachusetts",gateway,2024,Ireland,32
Taunton,gateway,2024,Ireland,47
"Topsfield CDP, Massachusetts",gateway,2024,Ireland,10
"Wakefield CDP, Massachusetts",gateway,2024,Ireland,76
"Walpole CDP, Massachusetts",gateway,2024,Ireland,30
Waltham,gateway,2024,Ireland,200
"Wareham Center CDP, Massachusetts",gateway,2024,Ireland,25
Watertown,gateway,2024,Ireland,142
"Wellesley CDP, Massachusetts",gateway,2024,Ireland,29
"West Chatham CDP, Massachusetts",gateway,2024,Ireland,10
"West Concord CDP, Massachusetts",gateway,2024,Ireland,74
West Springfield Town,gateway,2024,Ireland,23
"West Yarmouth CDP, Massachusetts",gateway,2024,Ireland,17
Weymouth Town,gateway,2024,Ireland,106
"Wilmington CDP, Massachusetts",gateway,2024,Ireland,64
"Winchester CDP, Massachusetts",gateway,2024,Ireland,89
Winthrop Town,gateway,2024,Ireland,144
Woburn,gateway,2024,Ireland,77
Worcester,gateway,2024,Ireland,63
"Yarmouth Port CDP, Massachusetts",gateway,2024,Ireland,11
Massachusetts,gateway,2024,Norway,303
"Arlington CDP, Massachusetts",gateway,2024,Norway,12
"Brookline CDP, Massachusetts",gateway,2024,Norway,22
Cambridge,gateway,2024,Norway,7
Framingham,gateway,2024,Norway,6
Haverhill,gateway,2024,Norway,6
"Lexington CDP, Massachusetts",gateway,2024,Norway,11
"Marblehead CDP, Massachusetts",gateway,2024,Norway,25
"Mattapoisett Center CDP, Massachusetts",gateway,2024,Norway,14
Medford,gateway,2024,Norway,24
Methuen,gateway,2024,Norway,9
"Norwood CDP, Massachusetts",gateway,2024,Norway,10
Somerville,gateway,2024,Norway,9
Waltham,gateway,2024,Norway,5
Watertown,gateway,2024,Norway,8
Worcester,gateway,2024,Norway,2
Massachusetts,gateway,2024,Sweden,1658
"Arlington CDP, Massachusetts",gateway,2024,Sweden,96
"Belmont CDP, Massachusetts",gateway,2024,Sweden,34
Beverly,gateway,2024,Sweden,47
Boston,gateway,2024,Sweden,213
Braintree Town,gateway,2024,Sweden,49
"Brookline CDP, Massachusetts",gateway,2024,Sweden,16
"Burlington CDP, Massachusetts",gateway,2024,Sweden,22
Cambridge,gateway,2024,Sweden,117
"Clinton CDP, Massachusetts",gateway,2024,Sweden,11
Framingham,gateway,2024,Sweden,5
Greenfield,gateway,2024,Sweden,7
"Lexington CDP, Massachusetts",gateway,2024,Sweden,42
Lynn,gateway,2024,Sweden,18
Malden,gateway,2024,Sweden,7
"Marblehead CDP, Massachusetts",gateway,2024,Sweden,34
"Medfield CDP, Massachusetts",gateway,2024,Sweden,18
Medford,gateway,2024,Sweden,17
Melrose,gateway,2024,Sweden,11
New Bedford,gateway,2024,Sweden,15
Newburyport,gateway,2024,Sweden,20
Newton,gateway,2024,Sweden,166
"Norwood CDP, Massachusetts",gateway,2024,Sweden,20
Peabody,gateway,2024,Sweden,10
Pittsfield,gateway,2024,Sweden,14
Quincy,gateway,2024,Sweden,8
Salem,gateway,2024,Sweden,13
"Saugus CDP, Massachusetts",gateway,2024,Sweden,16
"Sharon CDP, Massachusetts",gateway,2024,Sweden,11
Somerville,gateway,2024,Sweden,20
Springfield,gateway,2024,Sweden,13
Waltham,gateway,2024,Sweden,15
"Wellesley CDP, Massachusetts",gateway,2024,Sweden,12
"Westborough CDP, Massachusetts",gateway,2024,Sweden,15
"Williamstown CDP, Massachusetts",gateway,2024,Sweden,90
"Winchester CDP, Massachusetts",gateway,2024,Sweden,14
Massachusetts,gateway,2024,"United Kingdom, excluding England and Scotland",11434
"Adams CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",8
Agawam Town,gateway,2024,"United Kingdom, excluding England and Scotland",61
Amesbury,gateway,2024,"United Kingdom, excluding England and Scotland",8
Amherst Town,gateway,2024,"United Kingdom, excluding England and Scotland",77
"Andover CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",16
"Arlington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",99
Attleboro,gateway,2024,"United Kingdom, excluding England and Scotland",18
"Baldwinville CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",23
Barnstable Town,gateway,2024,"United Kingdom, excluding England and Scotland",28
"Belmont CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",59
Beverly,gateway,2024,"United Kingdom, excluding England and Scotland",62
Boston,gateway,2024,"United Kingdom, excluding England and Scotland",1520
Braintree Town,gateway,2024,"United Kingdom, excluding England and Scotland",75
"Brookline CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",551
"Burlington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",59
Cambridge,gateway,2024,"United Kingdom, excluding England and Scotland",641
Chelsea,gateway,2024,"United Kingdom, excluding England and Scotland",23
"Clinton CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",9
"Cochituate CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",14
"Cordaville CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",10
"Danvers CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",12
"Dedham CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",50
"Dover CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",27
"East Falmouth CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",27
"East Harwich CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",8
"East Sandwich CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",34
Everett,gateway,2024,"United Kingdom, excluding England and Scotland",22
Fall River,gateway,2024,"United Kingdom, excluding England and Scotland",50
"Falmouth CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",6
Fitchburg,gateway,2024,"United Kingdom, excluding England and Scotland",9
Framingham,gateway,2024,"United Kingdom, excluding England and Scotland",23
Franklin Town,gateway,2024,"United Kingdom, excluding England and Scotland",127
Gloucester,gateway,2024,"United Kingdom, excluding England and Scotland",47
"Great Barrington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",16
"Hatfield CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",8
Haverhill,gateway,2024,"United Kingdom, excluding England and Scotland",79
Holyoke,gateway,2024,"United Kingdom, excluding England and Scotland",73
"Housatonic CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",7
"Hudson CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",33
"Hull CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",12
"Huntington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",6
"Ipswich CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",6
"Kingston CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",58
Leominster,gateway,2024,"United Kingdom, excluding England and Scotland",54
"Lexington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",163
"Longmeadow CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",169
Lowell,gateway,2024,"United Kingdom, excluding England and Scotland",52
Lynn,gateway,2024,"United Kingdom, excluding England and Scotland",69
Malden,gateway,2024,"United Kingdom, excluding England and Scotland",142
"Mansfield Center CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",50
"Marblehead CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",115
Marlborough,gateway,2024,"United Kingdom, excluding England and Scotland",26
"Marshfield CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",75
"Mashpee Neck CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",6
Medford,gateway,2024,"United Kingdom, excluding England and Scotland",126
Melrose,gateway,2024,"United Kingdom, excluding England and Scotland",83
"Millis-Clicquot CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",18
"Milton CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",103
"Nantucket CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",21
"Needham CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",378
New Bedford,gateway,2024,"United Kingdom, excluding England and Scotland",29
Newburyport,gateway,2024,"United Kingdom, excluding England and Scotland",13
Newton,gateway,2024,"United Kingdom, excluding England and Scotland",188
Northampton,gateway,2024,"United Kingdom, excluding England and Scotland",117
North Attleborough Town,gateway,2024,"United Kingdom, excluding England and Scotland",12
"Northborough CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",25
"North Lakeville CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",8
"North Pembroke CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",12
"North Scituate CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",39
"North Westport CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",1
"Norwood CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",62
"Oxford CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",23
Peabody,gateway,2024,"United Kingdom, excluding England and Scotland",62
Pittsfield,gateway,2024,"United Kingdom, excluding England and Scotland",53
Quincy,gateway,2024,"United Kingdom, excluding England and Scotland",93
"Reading CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",53
Revere,gateway,2024,"United Kingdom, excluding England and Scotland",57
"Rockport CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",28
"Rowley CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",23
"Sagamore CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",13
Salem,gateway,2024,"United Kingdom, excluding England and Scotland",71
"Saugus CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",10
"Scituate CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",10
"Sharon CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",20
Somerville,gateway,2024,"United Kingdom, excluding England and Scotland",227
"South Yarmouth CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",12
Springfield,gateway,2024,"United Kingdom, excluding England and Scotland",36
"Stoneham CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",50
"Sturbridge CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",13
"Swampscott CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",36
Taunton,gateway,2024,"United Kingdom, excluding England and Scotland",37
"The Pinehills CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",23
"Wakefield CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",30
Waltham,gateway,2024,"United Kingdom, excluding England and Scotland",60
Watertown,gateway,2024,"United Kingdom, excluding England and Scotland",92
"Wellesley CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",250
"West Concord CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",65
"West Dennis CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",11
Westfield,gateway,2024,"United Kingdom, excluding England and Scotland",33
"West Wareham CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",14
Weymouth Town,gateway,2024,"United Kingdom, excluding England and Scotland",280
"Whitinsville CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",10
"Wilmington CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",17
"Winchester CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",141
Winthrop Town,gateway,2024,"United Kingdom, excluding England and Scotland",14
Woburn,gateway,2024,"United Kingdom, excluding England and Scotland",25
Worcester,gateway,2024,"United Kingdom, excluding England and Scotland",135
"Yarmouth Port CDP, Massachusetts",gateway,2024,"United Kingdom, excluding England and Scotland",21
Massachusetts,gateway,2024,England,10381
Agawam Town,gateway,2024,England,11
Amesbury,gateway,2024,England,11
Amherst Town,gateway,2024,England,31
"Arlington CDP, Massachusetts",gateway,2024,England,209
"Athol CDP, Massachusetts",gateway,2024,England,14
Attleboro,gateway,2024,England,8
"Ayer CDP, Massachusetts",gateway,2024,England,32
Barnstable Town,gateway,2024,England,48
"Belchertown CDP, Massachusetts",gateway,2024,England,7
"Belmont CDP, Massachusetts",gateway,2024,England,83
Beverly,gateway,2024,England,46
Boston,gateway,2024,England,716
"Bourne CDP, Massachusetts",gateway,2024,England,11
Bridgewater Town,gateway,2024,England,264
Brockton,gateway,2024,England,81
"Brookline CDP, Massachusetts",gateway,2024,England,77
"Burlington CDP, Massachusetts",gateway,2024,England,35
Cambridge,gateway,2024,England,212
"Chatham CDP, Massachusetts",gateway,2024,England,14
Chelsea,gateway,2024,England,9
Chicopee,gateway,2024,England,11
"Cochituate CDP, Massachusetts",gateway,2024,England,44
"Danvers CDP, Massachusetts",gateway,2024,England,18
"Dedham CDP, Massachusetts",gateway,2024,England,31
"Dennis CDP, Massachusetts",gateway,2024,England,9
"Duxbury CDP, Massachusetts",gateway,2024,England,11
"East Dennis CDP, Massachusetts",gateway,2024,England,9
"East Falmouth CDP, Massachusetts",gateway,2024,England,36
Easthampton,gateway,2024,England,27
